Index,Median_timeDelay,StandardDev_timeDelay,Skew_timeDelay,kurtosis_timeDelay,StandardDeviation_payDifference,Loan_Ratio,Difference_Applied_Dates,Ratio_Proposal_Lengths,FirstLoan_FirstInstallment_timeDifference,Amount_First_Loan_usd,lender_interest_rate,Days_between_Application_Distribution
670,0,2.951459149,-1.5,0.25,0,1.8,228,0.790697674,0,100,0,13
671,-0.5,5.913261931,0.105488415,-0.857376538,0.40824829,1.89,51,1.170114943,2,100,0,13
672,-0.5,5.913261931,0.105488415,-0.857376538,0.40824829,1.89,51,1.170114943,8,100,0,13
673,-101.5,80.61120408,0.16873228,-1.220342238,0,0.96,166,1.363970588,48,50,0,18
674,-101.5,80.61120408,0.16873228,-1.220342238,0,0.96,166,1.363970588,48,50,0,18
675,-101.5,80.61120408,0.16873228,-1.220342238,0,0.96,166,1.363970588,41,50,0,18
676,-101.5,80.61120408,0.16873228,-1.220342238,0,0.96,166,1.363970588,41,50,0,18
677,-101.5,80.61120408,0.16873228,-1.220342238,0,0.96,166,1.363970588,48,50,0,18
678,-101.5,80.61120408,0.16873228,-1.220342238,0,0.96,166,1.363970588,48,50,0,18
679,-101.5,80.61120408,0.16873228,-1.220342238,0,0.96,166,1.363970588,41,50,0,18
680,-101.5,80.61120408,0.16873228,-1.220342238,0,0.96,166,1.363970588,41,50,0,18
681,-1,1.253566341,-1.622569654,1.491735537,0,1.89,66,1.723897912,-1,100,0,13
682,4,11.00461036,0,0,0,1.34,284,1.353582555,0,100,0,11
683,2,6.407807737,0,0,0,0.97,385,2.079225352,0,100,0,13
684,2,6.407807737,0,0,0,0.97,385,2.079225352,10,100,0,13
685,-16.5,14.36556874,0,0,0,1.81,159,1.024561404,1,100,0,16
686,-16.5,14.36556874,0,0,0,1.81,159,1.024561404,1,100,0,16
687,-16.5,14.36556874,0,0,0,1.81,159,1.024561404,0,100,0,16
688,-16.5,14.36556874,0,0,0,1.81,159,1.024561404,0,100,0,16
689,-16.5,14.36556874,0,0,0,1.81,159,1.024561404,1,100,0,16
690,-16.5,14.36556874,0,0,0,1.81,159,1.024561404,1,100,0,16
691,-16.5,14.36556874,0,0,0,1.81,159,1.024561404,0,100,0,16
692,-16.5,14.36556874,0,0,0,1.81,159,1.024561404,0,100,0,16
693,-7,21.02430205,-1.85018659,2.523244479,0,1.8,277,0.892215569,-7,100,0,10
694,0,2.578759392,1.038140593,5.447566284,0,2.33,138,0.876106195,0,100,0,13
695,-5,4.985693819,0.214422507,-0.978596908,0,2.28,75,1.289738431,-5,100,0,13
696,-5,4.985693819,0.214422507,-0.978596908,0,2.28,75,1.289738431,-12,100,0,13
697,-9,3.579039509,-0.313972071,-1.870337613,0,2.63,47,2.274881517,-9,100,0,4
698,0,1.133893419,2.041241452,2.166666667,0.377964473,1.75,75,0.868035191,0,100,0,13
699,0,1.133893419,2.041241452,2.166666667,0.377964473,1.75,75,0.868035191,3,100,0,13
700,0,0,0,-3,0,0.97,53,0.684300341,0,100,0,13
701,-8,6.831300511,-0.211228145,-0.873371429,0,1.81,106,1.208823529,-1,100,0,13
702,-8,6.831300511,-0.211228145,-0.873371429,0,1.81,106,1.208823529,-1,100,0,13
703,0,1.602081979,-0.668963384,0.150784281,0.40824829,1.9,44,1.911392405,0,50,0,3
704,0,0,0,-3,0,1.81,75,1,0,100,0,14
705,3,3.138470965,0.024638941,-1.14889158,0,3.9,139,1,4,100,0,17
706,3,3.138470965,0.024638941,-1.14889158,0,3.9,139,1,3,100,0,17
707,-1,3.217511609,-1.761924447,2.033925653,0,2.32,125,1.420245399,-1,100,0,14
708,-1,3.217511609,-1.761924447,2.033925653,0,2.32,125,1.420245399,0,100,0,14
709,0,8.054360761,0,0,0,0.91,123,1.45703125,7,100,0,14
710,0,8.054360761,0,0,0,0.91,123,1.45703125,200,100,0,14
711,-0.5,3.265986324,0.694578616,-1.4240625,0.40824829,1.86,62,1.64893617,6,50,0,13
712,-0.5,3.265986324,0.694578616,-1.4240625,0.40824829,1.86,62,1.64893617,0,50,0,13
713,10,36.38980975,0,0,0,0.96,299,1.077777778,0,100,0,18
714,-5,4.272001873,0.582725242,0.187183336,0,2.49,71,1.566964286,-5,100,0,9
715,-5,4.272001873,0.582725242,0.187183336,0,2.49,71,1.566964286,-12,100,0,9
716,3,22.58782507,-2.290965805,5.504534835,0.134220015,1.304948216,680,0.603773585,0,869,3,1
717,-1,6.256898632,-1.627007966,2.96623404,0,1.451814059,307,2.81372549,0,1764,4.38,13
718,-1,6.256898632,-1.627007966,2.96623404,0,1.451814059,307,2.81372549,1,1764,4.38,13
719,-651,411.0312051,-0.074519978,-1.249346303,0,2.425,113,0.604790419,-3,200,0,8
720,-651,411.0312051,-0.074519978,-1.249346303,0,2.425,113,0.604790419,-3,200,0,8
721,-651,411.0312051,-0.074519978,-1.249346303,0,2.425,113,0.604790419,-3,200,0,8
722,-651,411.0312051,-0.074519978,-1.249346303,0,2.425,113,0.604790419,-3,200,0,8
723,-20,28.74626497,0,0,0,1.92,407,1.564575646,-1,100,0,15
724,3,4.769023982,1.781657283,2.491467635,0,1.35,100,1.947115385,0,100,0,1
725,-26,79.04670108,0,0,0,1.92,451,0.804400978,5,100,0,14
726,-26,79.04670108,0,0,0,1.92,451,0.804400978,7,100,0,14
727,-2,4.653932843,0.037796911,-0.566836488,0,9.27,89,4.42745098,-1,100,0,11
728,0,0,0,-3,0,3.5,55,1,0,50,0,6
729,-2,53.15315074,0,0,0,1.93,384,0.770308123,-1,100,0,12
730,-2,53.15315074,0,0,0,1.93,384,0.770308123,-2,100,0,12
731,0,2.267786838,2.041241452,2.166666667,0,3.9,83,1.275925926,0,100,0,31
732,7,8.383472353,0.052971578,-0.883774071,0,0.9,223,1.473880597,1,100,0,11
733,7,8.383472353,0.052971578,-0.883774071,0,0.9,223,1.473880597,0,100,0,11
734,-2,5.573747991,-0.16392103,-0.885041169,0,2.07,63,0.722074468,0,100,0,13
735,-2,5.573747991,-0.16392103,-0.885041169,0,2.07,63,0.722074468,-6,100,0,13
736,3,4.633213428,-0.296153289,-1.486979669,0,1.87,60,0.967479675,-4,100,0,11
737,3,4.633213428,-0.296153289,-1.486979669,0,1.87,60,0.967479675,7,100,0,11
738,-1,0.516397779,-0.707106781,-1.5,0,1.92,47,0.756038647,-1,50,0,1
739,0,1.013793755,-2.067322873,2.727173119,0,1.91,83,3.316091954,-3,100,0,10
740,0,1.013793755,-2.067322873,2.727173119,0,1.91,83,3.316091954,0,100,0,10
741,0,0,0,-3,0,1.92,43,0.405882353,0,50,0,1
742,0,0,0,-3,0,1.97,69,0.755172414,0,100,0,17
743,0,1.133893419,0.559451361,-1.059670782,0,1.76,62,3.046208833,0,50,0,8
744,0,1.133893419,0.559451361,-1.059670782,0,1.76,62,3.046208833,2,50,0,8
745,0,2.989297147,-0.332008787,1.517368966,0,1.81,105,1.122352941,0,100,0,14
746,-5.5,5.819507425,-0.506411181,-0.957622915,0,1.94,91,0.978891821,-3,50,0,14
747,-5.5,5.819507425,-0.506411181,-0.957622915,0,1.94,91,0.978891821,0,50,0,14
748,6,4.750939757,0.290529028,-1.003525076,0,1.05,99,1.952380952,0,100,0,25
749,-2,9.581728644,1.835846385,1.662656463,0,1.808510638,113,0.490421456,-2,94,0,16
750,84,70.16693447,0,0,0,0.9,438,1.28436019,35,50,0,8
751,84,70.16693447,0,0,0,0.9,438,1.28436019,200,50,0,8
752,0,1.130388331,1.50719658,0.507561437,0,4.31,85,0.803443329,0,100,0,15
753,0,1.130388331,1.50719658,0.507561437,0,4.31,85,0.803443329,3,100,0,15
754,0,2.100170061,-2.153063987,2.819157829,0,1.97,75,0.879535559,0,100,0,14
755,0,2.100170061,-2.153063987,2.819157829,0,1.97,75,0.879535559,-6,100,0,14
756,0,0,0,-3,0,1.87,56,0.977955912,0,100,0,6
757,-7,2.951459149,1.5,0.25,0,2.99,107,0.86836518,0,100,0,12
758,-7,2.951459149,1.5,0.25,0,2.99,107,0.86836518,-7,100,0,12
759,0,39.01020198,3.450676058,15.04779244,0,1.291005291,679,0.592715232,0,756,8.28,4
760,0,39.01020198,3.450676058,15.04779244,0,1.291005291,679,0.592715232,-7,756,8.28,4
761,-23.5,56.51529245,0,0,0,1.403397028,194,1.119047619,0,471,5.12,1
762,-23.5,56.51529245,0,0,0,1.403397028,194,1.119047619,-1,471,5.12,1
763,8,28.96328357,0.373552697,1.708597566,0.362013993,0.955319149,281,0.932611312,0,470,2,4
764,8,28.96328357,0.373552697,1.708597566,0.362013993,0.955319149,281,0.932611312,0,470,2,4
765,8,28.96328357,0.373552697,1.708597566,0.362013993,0.955319149,281,0.932611312,1,470,2,4
766,8,28.96328357,0.373552697,1.708597566,0.362013993,0.955319149,281,0.932611312,1,470,2,4
767,8,28.96328357,0.373552697,1.708597566,0.362013993,0.955319149,281,0.932611312,0,470,2,4
768,8,28.96328357,0.373552697,1.708597566,0.362013993,0.955319149,281,0.932611312,0,470,2,4
769,8,28.96328357,0.373552697,1.708597566,0.362013993,0.955319149,281,0.932611312,1,470,2,4
770,8,28.96328357,0.373552697,1.708597566,0.362013993,0.955319149,281,0.932611312,1,470,2,4
771,8,28.96328357,0.373552697,1.708597566,0.362013993,0.955319149,281,0.932611312,0,470,2,4
772,8,28.96328357,0.373552697,1.708597566,0.362013993,0.955319149,281,0.932611312,0,470,2,4
773,8,28.96328357,0.373552697,1.708597566,0.362013993,0.955319149,281,0.932611312,1,470,2,4
774,8,28.96328357,0.373552697,1.708597566,0.362013993,0.955319149,281,0.932611312,1,470,2,4
775,8,28.96328357,0.373552697,1.708597566,0.362013993,0.955319149,281,0.932611312,0,470,2,4
776,8,28.96328357,0.373552697,1.708597566,0.362013993,0.955319149,281,0.932611312,0,470,2,4
777,8,28.96328357,0.373552697,1.708597566,0.362013993,0.955319149,281,0.932611312,1,470,2,4
778,8,28.96328357,0.373552697,1.708597566,0.362013993,0.955319149,281,0.932611312,1,470,2,4
779,0,2.176073096,-1.029928133,2.145519077,0,2.11,140,0.478696742,0,100,0,7
780,0,2.176073096,-1.029928133,2.145519077,0,2.11,140,0.478696742,3,100,0,7
781,0,3.184785259,0.139891302,-0.558255637,0,2.92,67,2.374449339,0,100,0,18
782,0,3.184785259,0.139891302,-0.558255637,0,2.92,67,2.374449339,6,100,0,18
783,0,4.396968653,2.42987677,4.799096314,0,1.43,158,1.016172507,0,100,0,13
784,0,1.060660172,2.267786838,3.142857143,0.353553391,1.757575758,74,0.616161616,3,99,0,17
785,0,1.060660172,2.267786838,3.142857143,0.353553391,1.757575758,74,0.616161616,0,99,0,17
786,1,5.487648469,0.412000523,0.516379276,0,2.85,133,2.526610644,-1,100,0,15
787,0,26.20750981,-0.766301328,-0.03273294,0,1.55,219,1.726872247,-1,100,0,14
788,0,26.20750981,-0.766301328,-0.03273294,0,1.55,219,1.726872247,0,100,0,14
789,7,17.32032114,0,0,0,1.01,404,1.147776184,14,100,0,16
790,7,17.32032114,0,0,0,1.01,404,1.147776184,11,100,0,16
791,-3.5,28.11094799,1.537592811,1.011013309,0,0.6,367,1.228855721,-5,700,5.17,6
792,-3.5,28.11094799,1.537592811,1.011013309,0,0.6,367,1.228855721,-9,700,5.17,6
793,-0.5,1.595131482,-1.561725007,1.576133178,0,1.91,110,1.144602851,-5,100,0,18
794,-0.5,1.595131482,-1.561725007,1.576133178,0,1.91,110,1.144602851,-2,100,0,18
795,0,3.633180425,-0.493764731,-1.235020661,0,3.742138365,41,0.77540107,0,159,0,7
796,0,3.633180425,-0.493764731,-1.235020661,0,3.742138365,41,0.77540107,-7,159,0,7
797,-1,2.456941013,-0.253971285,3.47815604,0,2.6,245,1.520080321,-1,100,0,14
798,-1,2.456941013,-0.253971285,3.47815604,0,2.6,245,1.520080321,0,100,0,14
799,0,57.69246964,0.935450597,-0.869585822,0,2,378,0.553846154,0,100,0,13
800,0,57.69246964,0.935450597,-0.869585822,0,2,378,0.553846154,-1,100,0,13
801,0,7.05454936,1.173542864,-0.233844119,0,1.11,72,0.404580153,0,100,0,6
802,0,23.40419642,0,0,0,1.024590164,153,0.750724638,66,122,0,22
803,0,23.40419642,0,0,0,1.024590164,153,0.750724638,1,122,0,22
804,0,3.957320618,-0.735725408,1.589446453,0.147441956,1.416949153,335,0.95269168,0,295,3.36,10
805,0.5,5.492419018,-0.337920826,-0.616032478,0.40824829,1.89,43,0.967171717,0,100,0,7
806,0.5,5.492419018,-0.337920826,-0.616032478,0.40824829,1.89,43,0.967171717,8,100,0,7
807,-27,19.43906358,0,0,0,1.91,103,1,0,100,0,15
808,-27,19.43906358,0,0,0,1.91,103,1,200,100,0,15
809,0,3.381321241,0,0,0,3.94,95,4.882758621,0,100,0,16
810,0,6.7753053,-1.156259659,0.439575765,0,0.707672658,210,0.956158664,0,1057,0,13
811,0,6.7753053,-1.156259659,0.439575765,0,0.707672658,210,0.956158664,0,1057,0,13
812,0,6.7753053,-1.156259659,0.439575765,0,0.707672658,210,0.956158664,-7,1057,0,13
813,0,6.7753053,-1.156259659,0.439575765,0,0.707672658,210,0.956158664,-7,1057,0,13
814,0,6.7753053,-1.156259659,0.439575765,0,0.707672658,210,0.956158664,0,1057,0,13
815,0,6.7753053,-1.156259659,0.439575765,0,0.707672658,210,0.956158664,0,1057,0,13
816,0,6.7753053,-1.156259659,0.439575765,0,0.707672658,210,0.956158664,-7,1057,0,13
817,0,6.7753053,-1.156259659,0.439575765,0,0.707672658,210,0.956158664,-7,1057,0,13
818,18,15.9842759,0.177956839,-1.094611561,0,1.5,315,0.837944664,4,100,0,19
819,0,0,0,-3,0,1.75,66,0.997468354,0,100,0,14
820,6,36.71086351,0,0,0,0.91,357,1.019264448,65,100,0,9
821,6,36.71086351,0,0,0,0.91,357,1.019264448,200,100,0,9
822,0,0,0,-3,0,1.75,61,0.991869919,0,100,0,13
823,0,0,0,-3,0,1.99,60,0.997101449,0,100,0,2
824,0,3.77964473,0.060828995,0.4043,0,1.81,57,0.996710526,0,100,0,4
825,-2,5.257647491,-0.120580265,-1.206377822,0,1.97,69,0.886094675,5,100,0,15
826,-2,5.257647491,-0.120580265,-1.206377822,0,1.97,69,0.886094675,-1,100,0,15
827,3,5.231315959,-0.741534467,-0.751957225,0,1.89,50,1.174386921,6,100,0,7
828,3,5.231315959,-0.741534467,-0.751957225,0,1.89,50,1.174386921,0,100,0,7
829,-0.5,7.08284312,-0.298704476,-0.589585545,0.40824829,0.95,37,0.556313993,-1,100,0,1
830,-0.5,7.08284312,-0.298704476,-0.589585545,0.40824829,0.95,37,0.556313993,8,100,0,1
831,0,1.419978827,0.548611563,2.348326324,0,2.41,145,0.568421053,3,100,0,11
832,0,1.419978827,0.548611563,2.348326324,0,2.41,145,0.568421053,0,100,0,11
833,0,12.20558543,-1.659693239,1.332616258,0,1.92,147,1.19205298,1,50,0,13
834,0,12.20558543,-1.659693239,1.332616258,0,1.92,147,1.19205298,0,50,0,13
835,1,10.95859978,0.540750113,1.764572007,0,1.04,170,3.069148936,2,100,0,3
836,1,10.95859978,0.540750113,1.764572007,0,1.04,170,3.069148936,-1,100,0,3
837,0,6.001896334,0.609220862,2.272756592,0,1.509569378,320,0.607679466,0,418,1.9,9
838,-5,4.272001873,0.582725242,0.187183336,0,2.39,64,2.578163772,-5,100,0,3
839,-5,4.272001873,0.582725242,0.187183336,0,2.39,64,2.578163772,-12,100,0,3
840,0.5,2.073644135,0.589697351,-0.477014602,0,1.75,79,1.714902808,0,100,0,13
841,0.5,2.073644135,0.589697351,-0.477014602,0,1.75,79,1.714902808,-2,100,0,13
842,0.5,2.073644135,0.589697351,-0.477014602,0,1.75,79,1.714902808,0,100,0,13
843,0.5,2.073644135,0.589697351,-0.477014602,0,1.75,79,1.714902808,-2,100,0,13
844,0,1.58113883,1.883486625,2.293877551,0,1.76,81,0.377289377,4,100,0,17
845,0,1.58113883,1.883486625,2.293877551,0,1.76,81,0.377289377,-1,100,0,17
846,6,3.250640962,-0.047483847,-1.630447114,0,2.18,78,1.178723404,4,100,0,17
847,6,3.250640962,-0.047483847,-1.630447114,0,2.18,78,1.178723404,9,100,0,17
848,-5,7.43223353,-0.097453155,-1.166748662,0,2.7,54,1.270676692,4,100,0,3
849,-5,7.43223353,-0.097453155,-1.166748662,0,2.7,54,1.270676692,-2,100,0,3
850,-1,1.054092553,-0.902812446,-0.279375,0,2.69,71,1.704797048,-1,100,0,1
851,0,1.763834207,0,0,0,4.21,106,2.090909091,1,100,0,19
852,0,1.763834207,0,0,0,4.21,106,2.090909091,0,100,0,19
853,0,4.974937186,1.708477121,1.425007652,0,1,76,2.166416792,1,100,0,8
854,0,4.974937186,1.708477121,1.425007652,0,1,76,2.166416792,14,100,0,8
855,0,24.6301306,0,0,0,1.94,232,0.305726872,0,50,0,13
856,0,4.414053802,0,0,0,1.8,254,0.757180157,0,100,0,1
857,0,4.414053802,0,0,0,1.8,254,0.757180157,0,100,0,1
858,0,4.414053802,0,0,0,1.8,254,0.757180157,14,100,0,1
859,0,4.414053802,0,0,0,1.8,254,0.757180157,14,100,0,1
860,0,4.414053802,0,0,0,1.8,254,0.757180157,0,100,0,1
861,0,4.414053802,0,0,0,1.8,254,0.757180157,0,100,0,1
862,0,4.414053802,0,0,0,1.8,254,0.757180157,14,100,0,1
863,0,4.414053802,0,0,0,1.8,254,0.757180157,14,100,0,1
864,0,4.414053802,0,0,0,1.8,254,0.757180157,0,100,0,1
865,0,4.414053802,0,0,0,1.8,254,0.757180157,0,100,0,1
866,0,4.414053802,0,0,0,1.8,254,0.757180157,14,100,0,1
867,0,4.414053802,0,0,0,1.8,254,0.757180157,14,100,0,1
868,0,4.414053802,0,0,0,1.8,254,0.757180157,0,100,0,1
869,0,4.414053802,0,0,0,1.8,254,0.757180157,0,100,0,1
870,0,4.414053802,0,0,0,1.8,254,0.757180157,14,100,0,1
871,0,4.414053802,0,0,0,1.8,254,0.757180157,14,100,0,1
872,0,0.561951487,-0.053458358,-0.429012346,0,1.91,157,2.941798942,0,100,0,15
873,-2,11.11247855,-0.337753396,-0.387360817,0,1.525,178,0.986997636,4,200,0,12
874,-2,11.11247855,-0.337753396,-0.387360817,0,1.525,178,0.986997636,4,200,0,12
875,-2,11.11247855,-0.337753396,-0.387360817,0,1.525,178,0.986997636,17,200,0,12
876,-2,11.11247855,-0.337753396,-0.387360817,0,1.525,178,0.986997636,17,200,0,12
877,-2,11.11247855,-0.337753396,-0.387360817,0,1.525,178,0.986997636,4,200,0,12
878,-2,11.11247855,-0.337753396,-0.387360817,0,1.525,178,0.986997636,4,200,0,12
879,-2,11.11247855,-0.337753396,-0.387360817,0,1.525,178,0.986997636,17,200,0,12
880,-2,11.11247855,-0.337753396,-0.387360817,0,1.525,178,0.986997636,17,200,0,12
881,0,8.537678491,1.00591997,1.970050732,0,0.95,228,0.923076923,0,100,0,10
882,13.5,11.99444316,0.13362248,-1.270396765,0,0.99,61,1.376321353,31,100,0,1
883,13.5,11.99444316,0.13362248,-1.270396765,0,0.99,61,1.376321353,24,100,0,1
884,-1,0,0,-3,0,1.99,62,1.25177305,-1,100,0,13
885,0,0,0,-3,0,1.75,64,1.243589744,0,100,0,14
886,-3,16.69602806,-0.935618156,-0.282730492,0,1.5,127,0.718969555,0,100,0,1
887,-3,16.69602806,-0.935618156,-0.282730492,0,1.5,127,0.718969555,-3,100,0,1
888,1,5.231315959,-0.080427838,-0.844248347,0,0.95,50,0.776674938,0,100,0,7
889,1,5.231315959,-0.080427838,-0.844248347,0,0.95,50,0.776674938,9,100,0,7
890,0.5,4.131182236,-1.101401676,0.164428711,0,2.22,63,1.290598291,2,50,0,14
891,0.5,4.131182236,-1.101401676,0.164428711,0,2.22,63,1.290598291,1,50,0,14
892,6,6.16233389,0,0,0,1.91,114,1.625978091,6,100,0,14
893,-1,0.527046277,0,0,0,2.65,99,1.584615385,0,100,0,3
894,-1,0.527046277,0,0,0,2.65,99,1.584615385,200,100,0,3
895,-1,13.08714751,4.864521302,26.57847557,0,1.94,341,2.995744681,-1,100,0,17
896,1,1.074850236,1.593700741,3.865678581,0,1.9,255,2.619680851,1,100,0,13
897,23,11.18033989,-0.470863144,0.086676,0,1.5,117,0.996055227,1,100,0,4
898,23,11.18033989,-0.470863144,0.086676,0,1.5,117,0.996055227,18,100,0,4
899,8,5.93295879,-0.081827866,-1.369059917,0,1.05,75,0.671052632,14,100,0,3
900,8,5.93295879,-0.081827866,-1.369059917,0,1.05,75,0.671052632,7,100,0,3
901,-0.5,2.846049894,0.563328761,-0.597142486,0,1.91,85,1.555555556,4,100,0,7
902,-0.5,2.846049894,0.563328761,-0.597142486,0,1.91,85,1.555555556,1,100,0,7
903,-0.5,2.846049894,0.563328761,-0.597142486,0,1.91,85,1.555555556,4,100,0,7
904,-0.5,2.846049894,0.563328761,-0.597142486,0,1.91,85,1.555555556,1,100,0,7
905,0,0,0,-3,0,1.75,61,1.310526316,0,100,0,12
906,-1,4.800599091,0,0,0,1.7,154,0.941309255,0,100,0,2
907,0,9.403545431,-2.7506346,7.627834659,0,0.928057554,340,0.680529301,0,417,0.91,13
908,0,3.317054266,0,0,0,1.94,214,1.194312796,0,100,0,12
909,0,3.317054266,0,0,0,1.94,214,1.194312796,0,100,0,12
910,-1,1.446411167,0,0,0,2.63,159,1.176265271,0,100,0,13
911,-1,1.446411167,0,0,0,2.63,159,1.176265271,200,100,0,13
912,0,0,0,-3,0,1.92,73,0.82010582,0,50,0,14
913,0,4.366539438,0.180113664,-0.923663749,0,1.87,55,0.65404475,1,100,0,14
914,0,4.366539438,0.180113664,-0.923663749,0,1.87,55,0.65404475,-5,100,0,14
915,0,4.366539438,0.180113664,-0.923663749,0,1.87,55,1.226829268,1,100,0,12
916,0,4.366539438,0.180113664,-0.923663749,0,1.87,55,1.226829268,-5,100,0,12
917,0,4.020779361,-1.022749047,-0.32800085,0,1.97,46,1.709756098,0,100,0,11
918,0,2.857738033,-1.788854382,1.2,0,2.28,71,0.935860058,0,50,0,14
919,0,0.948683298,0.625514403,-1.473251029,0,2.58,89,2.741482966,0,100,0,3
920,4,7.395622901,0,0,0,1.29,123,1.010526316,0,100,0,9
921,4,7.395622901,0,0,0,1.29,123,1.010526316,20,100,0,9
922,7,7.264483965,-2.069565158,5.328522903,0.133630621,1.325,371,1.078880407,0,520,3,2
923,-7,32.06259542,0,0,2.100902926,1.343686698,313,0.997663551,0,1481,5.8,3
924,3,3.033150178,0.141322523,-1.678638941,0,1.81,76,0.766369048,5,100,0,15
925,3,3.033150178,0.141322523,-1.678638941,0,1.81,76,0.766369048,0,100,0,15
926,0,3.020761493,-1.14532435,1.495804627,0,1.97,56,0.683001531,4,100,0,3
927,0,3.020761493,-1.14532435,1.495804627,0,1.97,56,0.683001531,0,100,0,3
928,0,1.237409712,0,0,0,1.7,234,1.118895966,0,100,0,15
929,-12,5.365231988,0.327063644,-0.954860876,0,2.28,57,2.008658009,-12,100,0,0
930,-12,5.365231988,0.327063644,-0.954860876,0,2.28,57,2.008658009,-19,100,0,0
931,-34.5,45.20175182,-0.866149085,-0.38247974,0,1.9,210,0.951830443,0,100,0,8
932,-34.5,45.20175182,-0.866149085,-0.38247974,0,1.9,210,0.951830443,-7,100,0,8
933,-34.5,45.20175182,-0.866149085,-0.38247974,0,1.9,210,0.951830443,0,100,0,8
934,-34.5,45.20175182,-0.866149085,-0.38247974,0,1.9,210,0.951830443,-7,100,0,8
935,8,12.70564179,0.444184589,-1.113629712,0,1,108,1,3,100,0,9
936,8,12.70564179,0.444184589,-1.113629712,0,1,108,1,-3,100,0,9
937,58,34.52245646,-0.052180165,-1.414015934,0.547722558,0.657232704,158,2.46434635,14,318,11.84,2
938,58,34.52245646,-0.052180165,-1.414015934,0.547722558,0.657232704,158,2.46434635,34,318,11.84,2
939,-3,6.856856679,0,0,0,2.11,94,1.48549323,-9,100,0,0
940,0,0,0,-3,0,1.81,64,1,0,100,0,14
941,-0.5,3.088345639,-1.763283933,2.726680845,0,2.38,105,1.839622642,0,100,0,16
942,-0.5,3.088345639,-1.763283933,2.726680845,0,2.38,105,1.839622642,-1,100,0,16
943,28,23.53907962,0,0,0,0.98,341,0.546401515,12,100,0,10
944,28,23.53907962,0,0,0,0.98,341,0.546401515,11,100,0,10
945,0,2.160246899,1.642013981,0.979591837,0,1.98,57,1.215753425,0,50,0,5
946,0,4.460941605,1.369726907,0.261357036,0,0.96,80,1.937313433,0,50,0,19
947,0,2.472066162,0.660922931,-1.25714876,0,2.11,94,2.26450116,0,100,0,22
948,-1,0.452267017,1.154700538,-0.666666667,0,1.91,112,0.75464684,-1,100,0,18
949,2,3.727564465,0,0,0,1.9,182,1.448,3,100,0,15
950,2,3.727564465,0,0,0,1.9,182,1.448,0,100,0,15
951,0,0.40824829,-1.788854382,1.2,0,2,75,1.020547945,0,50,0,9
952,1,2.801098686,1.41653845,0.641291811,0,1.91,121,2.325259516,2,100,0,14
953,1,2.801098686,1.41653845,0.641291811,0,1.91,121,2.325259516,0,100,0,14
954,0,5.356849198,0.179715079,-0.452359986,0,1.16,129,1.043478261,7,100,0,14
955,0,5.356849198,0.179715079,-0.452359986,0,1.16,129,1.043478261,0,100,0,14
956,-58.5,53.07511897,-0.527115674,-1.065175613,0,4.82,88,3.149553571,-11,50,0,6
957,-58.5,53.07511897,-0.527115674,-1.065175613,0,4.82,88,3.149553571,-11,50,0,6
958,-58.5,53.07511897,-0.527115674,-1.065175613,0,4.82,88,3.149553571,-18,50,0,6
959,-58.5,53.07511897,-0.527115674,-1.065175613,0,4.82,88,3.149553571,-18,50,0,6
960,-58.5,53.07511897,-0.527115674,-1.065175613,0,4.82,88,3.149553571,-11,50,0,6
961,-58.5,53.07511897,-0.527115674,-1.065175613,0,4.82,88,3.149553571,-11,50,0,6
962,-58.5,53.07511897,-0.527115674,-1.065175613,0,4.82,88,3.149553571,-18,50,0,6
963,-58.5,53.07511897,-0.527115674,-1.065175613,0,4.82,88,3.149553571,-18,50,0,6
964,8.5,7.165503782,0,0,0,0.96,119,1.626506024,0,100,0,17
965,8.5,7.165503782,0,0,0,0.96,119,1.626506024,200,100,0,17
966,-91,113.7396853,-0.54752281,-0.976027981,0,0.97446458,355,1.078455791,0,1214,0,19
967,0,0,0,-3,0,1.75,56,1,0,100,0,6
968,0,0,0,-3,0,1.75,52,1.007246377,0,100,0,2
969,-40.5,20.63921326,0.318485499,-0.952976968,0,1.91,95,0.857142857,1,100,0,7
970,-40.5,20.63921326,0.318485499,-0.952976968,0,1.91,95,0.857142857,-5,100,0,7
971,-2,5.259600621,0,0,0,1.91,126,1.094059406,1,100,0,10
972,-2,5.259600621,0,0,0,1.91,126,1.094059406,1,100,0,10
973,0,0.229415734,4.006938427,14.05555556,0,1.91,158,1.029020556,0,100,0,16
974,0,0.40824829,1.788854382,1.2,0,1.81,64,0.997647059,0,100,0,14
975,0,0.40824829,1.788854382,1.2,0,1.81,64,0.997647059,0,100,0,14
976,8.5,10.48746529,0.515265519,-0.906461996,0,0.929292929,413,1.149100257,5,99,1.46,14
977,8.5,10.48746529,0.515265519,-0.906461996,0,0.929292929,413,1.149100257,-2,99,1.46,14
978,0,2.315407332,-2.385116475,3.84529786,0,6.36,79,1.307913669,0,50,0,12
979,4,3.812715114,0.215761971,-0.791538683,0,1.91,172,1.363196126,3,100,0,14
980,4,3.812715114,0.215761971,-0.791538683,0,1.91,172,1.363196126,4,100,0,14
981,0,5.350623017,-1.023054331,0.11194006,0,1.82,106,0.7,0,50,0,4
982,-1,4.825043601,0.597007171,-0.660471551,0,0.985801217,143,1.360623782,6,493,2.23,12
983,-2,2.725540575,-1.448242229,0.98816568,0,2,74,0.903654485,-1,100,0,18
